Date,Inflation Rate (%),GDP Growth Rate (%),Interest Rate (%),Stock Market Return (%),Gold Price (USD),Real Estate Index,Cryptocurrency Growth Rate (%),Bond Yield (%)
2005-01-31,3.3090508913552186,5.523668674823314,6.479287062284994,13.458511420525944,358.2798667925126,105.16526391858045,47.592963688581634,3.076598359226713
2005-02-28,7.6303572980743715,5.631428616020699,7.109612545353863,-5.469173345858496,417.0097716160949,91.32855841285804,-22.487942736846527,6.853661205159489
2005-03-31,5.989954563585538,5.318915121763588,4.818140115293845,-8.337593315830564,387.9240323070442,92.11611119794395,23.8081694580101,4.845832464071992
2005-04-30,4.9899386314777745,0.9612696020435552,6.461801760798602,8.528016232251478,409.0132434125659,98.98266463403685,5.50001754436569,5.9348833818061655
2005-05-31,1.670139803318274,-1.8763470677690606,6.0509859632694525,4.361827829497798,405.64761635489424,103.12014414282135,39.451380350200424,1.7951480364510906
2005-06-30,1.6699589025215198,5.426548500701803,9.061001099664395,11.0457194189568,419.04007499377525,109.5922487745659,-15.828016844209127,6.172086893635735
2005-07-31,0.9356270912614959,1.4254731865385146,0.9317406132438497,-6.505690584342762,462.071954535161,108.68682803422216,25.410076178093163,6.536543143080366
2005-08-31,6.996321093312014,5.7332385523493565,3.169150301126188,9.881682796497255,426.57409624851,104.77579471330903,37.04922317184882,3.9223715129136156
2005-09-30,5.008362588074066,5.708959816714023,9.528909098727308,-4.959316998806386,460.19694938533826,102.16709399508939,45.56913755792186,4.637517626505865
2005-10-31,5.810544333470341,4.8240756437388805,8.957505946963705,-5.908601428357388,457.8560862450146,117.4738707562923,24.65984226317167,5.588858805417972
2005-11-30,0.6543837072185184,0.3555911365566855,4.828739151464273,-5.893355051725177,483.31272323082544,106.89182688153954,9.773981120674186,2.0490317635624753
2005-12-31,7.774323891214958,1.080781828815402,6.391259679114599,10.364368005784552,517.3231412964925,108.23276140709561,19.427779216097107,4.015396458780654
2006-01-31,6.743319806003163,4.809093372134855,3.1351212383207603,6.629930517405004,503.59193775449785,103.31431742801749,39.51239875829745,3.3919781666338786
2006-02-28,2.092543330087071,0.5353760412502213,2.2871510173757326,3.0766356192279822,458.5233265620045,116.7748520628647,15.648779731106373,1.8782439529734947
2006-03-31,1.8636872540532545,-0.6440580265112601,4.905134846929831,-1.0292378969124378,446.8421628785134,115.5891256871779,-27.56903522425305,3.2052065337491884
2006-04-30,1.8755338239007537,2.4544100996668012,3.856846166247502,11.930013520327705,476.6448144718235,106.96769351100532,44.47589564055822,1.4090338563129614
2006-05-31,2.781816822196533,5.489238193286248,6.044733062583285,-0.188872314434116,516.6207637813226,105.03674225122899,25.162140082524893,1.154871441696922
2006-06-30,4.435673237241784,3.568238373399784,1.238479051167356,10.414985986789429,468.9501127291782,117.83592746408841,24.12107086217972,1.8109977349289366
2006-07-31,3.739587639815868,2.5604893607149197,9.756750672828582,0.9783727142554604,520.1387167703328,118.15298579189886,-12.745987808182626,6.7786906695350435
2006-08-31,2.6842185514853143,-1.2225880498338517,9.869002072556228,-0.5763892643773101,536.8809376113542,111.36477212992234,22.710837618612572,4.297177215370102
2006-09-30,5.088896710417846,2.920057813593358,7.132536283187579,1.5669946417401608,517.3156024708173,125.75367291864836,1.5091524523326783,6.79493296691932
2006-10-31,1.5462039548903137,5.920430800834106,5.592915480269144,-2.4655531458964477,567.6769944331596,110.59437959294017,22.098638163319364,3.594987269980792
2006-11-30,2.6910848640141363,-0.8793278781078078,3.4405123547201137,8.690234504406277,507.94016004141065,117.05673786185622,-21.472557575360742,2.8708967985115574
2006-12-31,3.2477138247026875,2.146637218909894,8.231052687216012,2.568009752311978,511.48867357107036,128.11918032803817,22.627624368242884,4.036851177041465
2007-01-31,3.9205248816277694,5.0189845754236435,7.004946139261853,-4.194682621329568,583.488331687306,118.47822834689065,49.95309806165332,3.6370701317974605
2007-02-28,6.388819710447602,3.9261489420336355,2.044860923776467,12.489364331864213,566.9131483570216,123.69102104533192,-26.143036891155518,1.6339881055704635
2007-03-31,1.997553366187698,3.576125927962144,9.153808252691503,-0.4027194656697155,592.8988170486314,119.7092101349881,48.17393473770538,4.844957888141238
2007-04-30,4.356758288102087,3.619872671896874,8.314103807770106,3.5888215278497153,574.2358719356885,118.07844630638763,2.552636857829647,2.2962290950575976
2007-05-31,4.943109266465319,0.8759292097580413,9.523099176273279,12.661802774113674,562.0879020686806,133.1105153022928,39.66027602698074,4.717527729386978
2007-06-30,0.8483780953999829,0.3487347541159469,7.39433532968942,5.605949897849802,626.0524911816459,122.4544625530791,32.59083872466188,4.901206554388921
2007-07-31,5.056586389260787,4.474889243828109,6.327444361390004,-7.077548982290898,630.7784079805799,132.98658658404295,15.36130087893342,1.9121491187718886
2007-08-31,1.7789309276546865,4.480907157433446,4.473308844760879,13.495803090336878,627.0010278385809,120.540514711964,29.075936740106123,1.368097762664009
2007-09-30,0.9878869473895964,4.93657854864083,9.360920591863126,5.692701326785446,591.4404551455904,121.04033675832594,40.28124490410784,5.6845695164106385
2007-10-31,7.616641529399999,5.30592442045177,8.727606950253879,-1.6273596335728477,629.9435687789588,118.23774441919649,2.331225732082636,3.7588025426159213
2007-11-30,7.742240248059195,2.0907391908875024,0.9295773660087994,-6.518198183415318,613.7124524555089,131.485219352706,-3.8373470749409044,1.3489827730328547
2007-12-31,6.5629801108734585,2.012130357497597,0.750486257723894,9.850629731757401,593.4678307636258,126.65922980334551,23.407470845086777,6.969197903018603
2008-01-31,2.78460326880028,4.386361431734201,4.076401985341471,5.5018188982128375,682.7355416466426,137.41268800934503,34.62767535530068,1.3466833659781998
2008-02-29,1.232540855047879,3.1997114462221212,8.200256642427412,3.336527299408038,611.3806078617706,130.42654123006542,30.982810782129263,5.170211373151319
2008-03-31,5.631747698841177,3.615735018061627,9.879123228491972,12.347314576273941,699.4170408214109,141.16303173821075,33.82509190869076,6.902073551580481
2008-04-30,3.8011437030470097,4.366341355488808,1.9289604654835177,9.71493028061327,655.6884434045821,126.34649357766074,4.846665185034638,2.4350806252955537
2008-05-31,1.415286761335841,5.12004273454053,6.144241795845284,-6.20812800668122,636.2957196621046,140.84526670639252,35.426737294001725,1.853496212123177
2008-06-30,4.213826825834526,0.7039612548122864,4.118463137994704,-2.206948305111294,678.6670821855346,139.8415604867972,-20.383275570351323,1.7283096365345734
2008-07-31,0.757913908364138,1.004663621119552,9.71418677923873,-3.787771504638356,718.4661317047955,140.56488040752538,13.559127836867965,2.819650885405573
2008-08-31,7.3199030155908655,-1.248144481273048,8.500129769789233,8.598657314316924,711.088597427567,142.8789281606641,-29.539307160150273,1.6062748660638801
2008-09-30,2.440849862000127,2.626241127969392,8.46412269475581,-9.161689131605515,725.2167842422119,142.04056350086836,-4.033133607978378,5.152968050164791
2008-10-31,5.468917132654865,-1.7124618096260633,4.9525850180522175,4.247242121782913,717.1335667965948,140.18131019831867,-0.6830772102881681,1.3737507887803762
2008-11-30,2.837833070670582,1.7247841450596813,4.440785272207819,9.061467143517262,727.1774472467644,131.11862140302011,1.6938153287404312,4.056532768898738
2008-12-31,4.4005101588335815,2.341157077660613,3.097367183341709,11.919140919043738,749.5639166209671,129.98106752287944,25.637376535188977,6.980181123117861
2009-01-31,4.600327095074597,0.29233001702627526,1.0355672181838076,-1.4479562821023126,696.3057130198098,148.58432097305013,1.084648101627657,5.883821617036113
2009-02-28,1.8864084164414527,2.726666084552086,8.714862574423005,10.53143261680032,726.9759691676612,143.33719039083317,5.895489809802456,4.6913166293860655
2009-03-31,7.7718847082341895,-1.7559980004876046,8.222559586735738,-7.234206576119819,706.8489776547635,147.77175000362396,-10.996469530053801,2.83752172471967
2009-04-30,6.313496175208359,-1.7012144900062847,9.99731789621824,11.161307293362956,790.1893949419241,142.30827129803342,-0.13985666965279364,4.74337501774983
2009-05-31,7.5462420617314185,4.580804485277266,9.9680499522021,-6.812783441700439,792.5230887803767,135.86080813071231,-11.818429818947884,4.162248783469909
2009-06-30,7.211205128207366,0.8815251312901031,5.776601203224961,-0.0678177359908183,708.7543966180222,136.85518027919747,-24.14432609852451,3.556500303342229
2009-07-31,4.984249841083138,-0.9835158987849217,7.805380444214849,9.93238414448884,782.0637934021964,148.89959026340787,18.275887470510234,1.7842622604411968
2009-08-31,7.414056762673376,2.177946080438435,9.475274433883067,-6.252064316280656,810.7256685616502,144.63122250049972,23.457023884401302,6.319625291442801
2009-09-30,1.1636937653893962,4.159948424788887,8.57165021143541,-4.2687151191839625,742.9529320022731,140.87241922019922,19.559227680769162,3.698707892927935
2009-10-31,1.969871468143589,-0.2734317800252546,2.8498069665603776,8.056314209826656,788.3844812142588,147.53063570470323,7.079523504045788,2.16773507092459
2009-11-30,0.8392046668290355,2.983123806552002,4.780169285445888,8.000913413651858,829.8333485872561,139.81974359505915,0.3828624143383834,3.2065561052637377
2009-12-31,2.9399774807244827,-1.317220280049856,1.7270144439392023,6.0286908221324325,748.3736773564879,151.01181297552648,39.06669196574602,3.484778515173562
2010-01-31,3.4150796726711152,-1.5865462306511384,9.563484758957863,7.348711111677499,821.4156668920481,145.58907310962246,11.526542810897446,5.9652273734012455
2010-02-28,2.535117738304219,2.250837052545184,6.25865902728336,3.568111083689905,788.1031015740751,156.99720711734628,8.334550210378481,5.401686283368412
2010-03-31,6.71553131863947,2.325080972880852,2.672106652282896,-3.7050235273261816,857.5023810439292,148.090084366756,-27.948634735485143,5.615829361848039
2010-04-30,3.1756499502019198,3.0994392119856524,6.881156501855639,-1.3576001624020133,868.8631466922691,151.82406825360255,-2.700173789907492,1.0661875865718833
2010-05-31,2.607008822655356,3.8087306697812924,6.37221828435001,-5.460057079964359,872.8785317565316,143.78889615381055,0.4156495028685647,3.496923989078569
2010-06-30,4.570220623686864,5.806816635700277,3.9025458213119846,12.711264033340708,832.5678651803906,145.8422431952217,1.905822471752039,3.8880649098119417
2010-07-31,1.55693168731072,2.1304027864095625,1.5787971258964757,4.584794869153011,878.0452692830318,153.07999665114622,16.413789538186585,1.1151536609383401
2010-08-31,6.516477355655297,0.5836517835299677,6.879945358131597,0.021285419090997237,882.9905047070636,155.66572230103702,12.688203738150278,2.5588792524702053
2010-09-30,1.0591298275982812,4.361489558149629,5.442923158586036,1.5501450911033174,837.140172847338,158.90417665276263,18.63240742347557,5.56173893873281
2010-10-31,7.90165202450388,0.16665801009659376,7.837024721488573,13.682083490295383,894.8162336075363,153.57383734824464,31.19066092337026,1.8226582343739943
2010-11-30,6.291835769724931,1.5117713656450888,5.441553260563937,-6.1662149220979945,822.320010333474,162.47704358027144,35.038859097287485,4.2118607887155495
2010-12-31,1.9903676115062932,-1.3723489492618723,8.59572425302613,4.655745800419931,884.940795379586,166.61667388520667,27.44984609811955,2.291211232103425
